city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
Mexico City,Mexico,19.4326,-99.1332,2011,5,81.89,59.11,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,6,69.48,61.87,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2011,10,50.66,43.07,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,1,57.89,59.85,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,2,56.06,47.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,4,92.06,64.89,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,5,72.97,47.49,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,6,86.46,65.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,7,70.15,47.72,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,9,51.18,32.68,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,10,55.94,28.73,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,11,52.12,52.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2012,12,59.74,53.55,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,1,64.85,42.82,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,2,79.99,68.74,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,3,56.36,79.21,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,5,96.53,81.66,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,6,92.13,69.83,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,9,50.22,76.93,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2013,10,51.24,67.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,1,52.8,55.53,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,2,75.7,53.27,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,3,65.16,34.02,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,4,86.58,82.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,6,86.91,88.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,10,61.62,55.05,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2014,12,69.38,59.11,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,1,79.34,62.6,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,2,89.51,55.99,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,4,68.74,72.65,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,5,96.35,63.47,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,7,86.09,70.95,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2015,12,53.64,29.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,4,106.92,74.93,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,5,100.03,94.96,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,6,71.35,59.52,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,7,67.2,96.31,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2016,8,59.19,61.92,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,3,88.4,76.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,5,86.76,36.8,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,6,84.18,78.29,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,7,75.3,83.34,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,10,57.91,35.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2017,11,59.13,64.35,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,1,79.46,29.9,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,4,106.43,54.51,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,6,67.48,84.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,7,65.9,63.03,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,8,53.33,89.7,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2018,12,50.59,52.83,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,1,62.04,27.49,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,2,77.99,44.52,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,3,96.17,74.34,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,4,69.81,75.07,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,5,92.28,49.61,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2019,6,69.57,82.33,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,1,65.7,44.86,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,3,90.56,46.18,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,4,53.98,38.09,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,5,72.66,83.16,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,6,63.75,42.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2020,8,62.01,72.18,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,1,75.85,30.75,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,2,58.86,44.53,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,3,96.05,64.19,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,4,109.55,41.82,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,5,79.73,46.99,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,6,90.36,62.31,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,7,54.67,79.38,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,10,51.63,29.98,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2021,12,56.92,56.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,3,91.32,55.98,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,4,64.83,55.26,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,5,90.41,48.14,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,6,65.74,74.04,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,7,74.51,81.64,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,8,65.79,75.62,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,9,62.21,44.01,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2022,10,55.75,62.84,Moderate,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,3,104.47,46.66,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,4,99.2,69.69,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,5,79.43,92.17,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,6,98.91,87.23,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2023,7,64.76,74.39,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,3,107.91,60.27,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,5,55.55,72.42,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,6,97.09,94.33,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,7,77.89,89.81,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2024,8,64.25,72.98,Poor,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,3,64.17,69.73,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,5,85.8,44.0,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,6,57.78,48.0,Good,Federal Reference Method,WHO_Database
Mexico City,Mexico,19.4326,-99.1332,2025,12,63.0,47.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,1,52.96,24.56,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,2,101.49,33.71,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,3,117.04,43.05,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,4,58.04,48.74,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,5,68.99,69.96,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,6,93.4,49.79,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,8,50.18,60.82,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,1999,10,64.18,53.62,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,1,72.14,42.03,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,2,75.35,21.2,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,3,83.14,38.51,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,4,121.0,58.22,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,5,99.36,42.05,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,6,58.38,27.43,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,7,59.61,68.37,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,8,78.85,32.1,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,11,58.12,33.47,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2000,12,78.34,25.4,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,1,83.65,48.48,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,2,82.01,30.11,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,3,75.42,37.57,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,5,79.48,46.55,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,6,114.71,29.39,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,7,76.26,67.43,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,8,62.41,27.19,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,10,57.37,41.56,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2001,12,67.59,21.17,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,1,77.13,31.81,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,2,56.05,29.6,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,4,50.8,53.79,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,5,102.46,32.42,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,7,80.56,67.08,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,10,51.38,29.79,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,11,64.98,22.26,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2002,12,55.23,45.66,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,1,70.6,30.0,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,2,81.3,35.93,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,3,67.37,28.9,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,4,93.68,41.47,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,5,122.6,58.06,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,7,93.97,37.86,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,8,67.01,35.09,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,9,53.53,39.39,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,10,61.45,48.8,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2003,12,52.69,23.97,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,2,51.46,52.67,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,3,106.34,45.15,Moderate,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,4,107.0,48.57,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,6,74.66,30.03,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,7,71.16,70.6,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,8,83.23,37.5,Poor,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,11,56.72,43.12,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2004,12,67.56,35.94,Good,Reference/Equivalent Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,3,83.97,48.52,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,4,83.21,42.66,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,5,113.55,39.2,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,6,93.37,41.49,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,9,72.58,38.64,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2005,10,54.53,53.11,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,1,95.06,43.23,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,2,98.94,18.48,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,4,82.12,59.67,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,5,90.29,67.45,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,6,106.1,46.09,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2006,7,94.33,41.93,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,2,86.27,18.77,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,3,72.74,33.52,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,4,110.1,49.9,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,5,98.41,63.51,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,6,97.11,60.39,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,8,71.46,57.82,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2007,10,56.94,50.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,1,80.89,48.94,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,2,79.48,43.26,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,3,115.02,59.6,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,4,114.43,41.13,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,5,55.89,62.37,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,6,51.28,26.91,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,7,72.1,69.06,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2008,12,61.15,38.89,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,1,91.65,38.13,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,2,75.61,28.24,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,3,83.41,56.76,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,4,71.91,64.28,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,5,121.55,68.85,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,6,78.07,55.55,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,7,83.95,53.52,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,8,65.55,65.51,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,10,59.13,24.0,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2009,12,58.71,18.04,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,1,89.84,25.2,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,2,107.83,23.71,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,7,80.18,43.35,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,8,74.3,41.52,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,9,78.49,26.33,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2010,12,64.48,21.8,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,1,57.3,36.32,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,2,77.78,20.5,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,3,120.81,56.73,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,4,62.99,47.05,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,5,139.57,59.49,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,6,78.82,45.45,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,7,68.83,77.72,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2011,12,73.62,25.49,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,1,87.45,51.36,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,2,74.49,46.95,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,3,77.74,63.8,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,4,142.21,27.1,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,5,95.55,51.93,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,8,80.91,43.25,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,9,59.55,28.36,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2012,12,57.46,35.44,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,1,84.33,43.97,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,2,115.65,45.47,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,3,63.7,22.11,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,4,124.41,30.27,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,5,103.76,59.69,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,7,59.86,26.69,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,8,60.55,65.57,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,10,65.85,35.24,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2013,12,54.77,43.32,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2014,2,100.24,34.83,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2014,4,60.54,44.58,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2014,6,120.5,44.74,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2014,9,77.1,36.76,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2014,11,77.0,19.15,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,1,69.17,23.17,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,2,70.35,35.99,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,3,50.08,22.19,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,4,136.94,47.61,Poor,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,5,104.66,29.37,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,6,118.54,59.67,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2015,7,101.61,48.93,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2016,1,69.15,45.99,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2016,2,110.06,56.28,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2016,4,116.07,25.93,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2016,6,56.66,61.21,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2016,11,50.84,32.09,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,1,50.09,24.65,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,2,111.18,25.76,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,3,60.08,64.87,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,4,99.29,68.92,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,5,136.34,40.96,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,6,91.82,46.2,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,7,52.47,57.5,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,9,79.35,53.33,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,10,51.35,24.7,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2017,12,87.77,35.87,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,2,56.57,31.37,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,4,84.13,50.72,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,5,117.37,65.92,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,6,67.64,29.87,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,7,87.84,71.98,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,8,55.07,32.95,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,9,51.96,24.21,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,10,50.35,52.34,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,11,75.11,54.22,Moderate,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2018,12,77.5,45.94,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,2,124.2,40.94,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,3,104.93,64.62,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,4,70.2,50.06,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,7,105.37,76.12,Good,Federal Reference Method,WHO_Database
Lagos,Nigeria,6.5244,3.3792,2019,8,89.37,25.73,Good,Federal Reference Method,WHO_Database
